argv,entry_frame,family,fell,final_dist_m,foot_comp,grid_cols,grid_rows,level_m,n_probes,param,probe,reached,rep,run_utc,skill,steps,swing_lift_mm,t_reached_s
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,2.6182415962247045,on,6,5,0.08,30,skill.STEP_WALK_MAX,step_up_0p08,0,2,2026-08-29T15:43:45Z,WALK,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,2.875844123383042,on,6,5,0.1,30,skill.STEP_WALK_MAX,step_up_0p10,0,2,2026-08-29T15:43:45Z,WALK,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,2.746767159233843,on,6,5,0.12,30,skill.STEP_WALK_MAX,step_up_0p12,0,2,2026-08-29T15:43:45Z,WALK,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,2.7245683496991124,on,6,5,0.14,30,skill.STEP_WALK_MAX,step_up_0p14,0,2,2026-08-29T15:43:45Z,WALK,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,2.52373017749188,on,6,5,0.16,30,skill.STEP_WALK_MAX,step_up_0p16,0,2,2026-08-29T15:43:45Z,WALK,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,2.900465910230695,on,6,5,0.18,30,skill.STEP_WALK_MAX,step_up_0p18,0,2,2026-08-29T15:43:45Z,WALK,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,2.5650377230732766,on,6,5,0.2,30,skill.STEP_WALK_MAX,step_up_0p20,0,2,2026-08-29T15:43:45Z,WALK,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,2.7449536417972147,on,6,5,0.22,30,skill.STEP_WALK_MAX,step_up_0p22,0,2,2026-08-29T15:43:45Z,WALK,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,2.74386875381682,on,6,5,0.24,30,skill.STEP_WALK_MAX,step_up_0p24,0,2,2026-08-29T15:43:45Z,WALK,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,2.6718624374648785,on,6,5,0.26,30,skill.STEP_WALK_MAX,step_up_0p26,0,2,2026-08-29T15:43:45Z,WALK,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,2.8605384231871,on,6,5,0.28,30,skill.STEP_WALK_MAX,step_up_0p28,0,2,2026-08-29T15:43:45Z,WALK,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,15,step_up,1,2.7271524748753366,on,6,5,0.3,30,skill.STEP_WALK_MAX,step_up_0p30,0,2,2026-08-29T15:43:45Z,WALK,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.310924988332721,on,6,5,0.02,30,skill.STEP_TROT_MAX,step_up_0p02,0,2,2026-08-29T15:43:45Z,TROT,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.143013563528978,on,6,5,0.04,30,skill.STEP_TROT_MAX,step_up_0p04,0,2,2026-08-29T15:43:45Z,TROT,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.2774117133743,on,6,5,0.06,30,skill.STEP_TROT_MAX,step_up_0p06,0,2,2026-08-29T15:43:45Z,TROT,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.574295779225552,on,6,5,0.08,30,skill.STEP_TROT_MAX,step_up_0p08,0,2,2026-08-29T15:43:45Z,TROT,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.189358601302429,on,6,5,0.1,30,skill.STEP_TROT_MAX,step_up_0p10,0,2,2026-08-29T15:43:45Z,TROT,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.160922799073487,on,6,5,0.12,30,skill.STEP_TROT_MAX,step_up_0p12,0,2,2026-08-29T15:43:45Z,TROT,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.200855187041807,on,6,5,0.14,30,skill.STEP_TROT_MAX,step_up_0p14,0,2,2026-08-29T15:43:45Z,TROT,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.480070581044795,on,6,5,0.16,30,skill.STEP_TROT_MAX,step_up_0p16,0,2,2026-08-29T15:43:45Z,TROT,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.486548098013699,on,6,5,0.18,30,skill.STEP_TROT_MAX,step_up_0p18,0,2,2026-08-29T15:43:45Z,TROT,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.2400030701769715,on,6,5,0.2,30,skill.STEP_TROT_MAX,step_up_0p20,0,2,2026-08-29T15:43:45Z,TROT,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.163645168418308,on,6,5,0.22,30,skill.STEP_TROT_MAX,step_up_0p22,0,2,2026-08-29T15:43:45Z,TROT,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.1999879136513165,on,6,5,0.24,30,skill.STEP_TROT_MAX,step_up_0p24,0,2,2026-08-29T15:43:45Z,TROT,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.225649893200016,on,6,5,0.26,30,skill.STEP_TROT_MAX,step_up_0p26,0,2,2026-08-29T15:43:45Z,TROT,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,3.953400457572196,on,6,5,0.28,30,skill.STEP_TROT_MAX,step_up_0p28,0,2,2026-08-29T15:43:45Z,TROT,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,13,step_up,1,4.235450823538893,on,6,5,0.3,30,skill.STEP_TROT_MAX,step_up_0p30,0,2,2026-08-29T15:43:45Z,TROT,664,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,4.283783113114699,on,6,5,0.02,30,skill.STEP_WALK_MAX,step_up_0p02,0,3,2026-08-29T15:43:45Z,WALK,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,2.518392727595835,on,6,5,0.04,30,skill.STEP_WALK_MAX,step_up_0p04,0,3,2026-08-29T15:43:45Z,WALK,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,4.2159139788291915,on,6,5,0.06,30,skill.STEP_WALK_MAX,step_up_0p06,0,3,2026-08-29T15:43:45Z,WALK,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,3.2883985353155643,on,6,5,0.08,30,skill.STEP_WALK_MAX,step_up_0p08,0,3,2026-08-29T15:43:45Z,WALK,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,2.488004597317375,on,6,5,0.1,30,skill.STEP_WALK_MAX,step_up_0p10,0,3,2026-08-29T15:43:45Z,WALK,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,2.519901025081625,on,6,5,0.12,30,skill.STEP_WALK_MAX,step_up_0p12,0,3,2026-08-29T15:43:45Z,WALK,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,2.504315286285524,on,6,5,0.14,30,skill.STEP_WALK_MAX,step_up_0p14,0,3,2026-08-29T15:43:45Z,WALK,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,2.3880337362312822,on,6,5,0.16,30,skill.STEP_WALK_MAX,step_up_0p16,0,3,2026-08-29T15:43:45Z,WALK,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,2.4369150909817674,on,6,5,0.18,30,skill.STEP_WALK_MAX,step_up_0p18,0,3,2026-08-29T15:43:45Z,WALK,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,2.447964707919663,on,6,5,0.2,30,skill.STEP_WALK_MAX,step_up_0p20,0,3,2026-08-29T15:43:45Z,WALK,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,2.38231380385391,on,6,5,0.22,30,skill.STEP_WALK_MAX,step_up_0p22,0,3,2026-08-29T15:43:45Z,WALK,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,2.5562602117044957,on,6,5,0.24,30,skill.STEP_WALK_MAX,step_up_0p24,0,3,2026-08-29T15:43:45Z,WALK,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,2.5889635934060333,on,6,5,0.26,30,skill.STEP_WALK_MAX,step_up_0p26,0,3,2026-08-29T15:43:45Z,WALK,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,2.427708062120832,on,6,5,0.28,30,skill.STEP_WALK_MAX,step_up_0p28,0,3,2026-08-29T15:43:45Z,WALK,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,22,step_up,1,2.5289720950042884,on,6,5,0.3,30,skill.STEP_WALK_MAX,step_up_0p30,0,3,2026-08-29T15:43:45Z,WALK,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.477275322305908,on,6,5,0.02,30,skill.STEP_TROT_MAX,step_up_0p02,0,3,2026-08-29T15:43:45Z,TROT,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.459588095390162,on,6,5,0.04,30,skill.STEP_TROT_MAX,step_up_0p04,0,3,2026-08-29T15:43:45Z,TROT,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.434084909817496,on,6,5,0.06,30,skill.STEP_TROT_MAX,step_up_0p06,0,3,2026-08-29T15:43:45Z,TROT,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.47278218549751,on,6,5,0.08,30,skill.STEP_TROT_MAX,step_up_0p08,0,3,2026-08-29T15:43:45Z,TROT,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.443941703707655,on,6,5,0.1,30,skill.STEP_TROT_MAX,step_up_0p10,0,3,2026-08-29T15:43:45Z,TROT,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.486515914473119,on,6,5,0.12,30,skill.STEP_TROT_MAX,step_up_0p12,0,3,2026-08-29T15:43:45Z,TROT,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.427863171006794,on,6,5,0.14,30,skill.STEP_TROT_MAX,step_up_0p14,0,3,2026-08-29T15:43:45Z,TROT,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.472098245113666,on,6,5,0.16,30,skill.STEP_TROT_MAX,step_up_0p16,0,3,2026-08-29T15:43:45Z,TROT,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.457083883813193,on,6,5,0.18,30,skill.STEP_TROT_MAX,step_up_0p18,0,3,2026-08-29T15:43:45Z,TROT,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.475936563461811,on,6,5,0.2,30,skill.STEP_TROT_MAX,step_up_0p20,0,3,2026-08-29T15:43:45Z,TROT,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.409147820452229,on,6,5,0.22,30,skill.STEP_TROT_MAX,step_up_0p22,0,3,2026-08-29T15:43:45Z,TROT,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.414356009066076,on,6,5,0.24,30,skill.STEP_TROT_MAX,step_up_0p24,0,3,2026-08-29T15:43:45Z,TROT,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.484153331838503,on,6,5,0.26,30,skill.STEP_TROT_MAX,step_up_0p26,0,3,2026-08-29T15:43:45Z,TROT,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.4730587978747005,on,6,5,0.28,30,skill.STEP_TROT_MAX,step_up_0p28,0,3,2026-08-29T15:43:45Z,TROT,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,19,step_up,1,4.469786283862609,on,6,5,0.3,30,skill.STEP_TROT_MAX,step_up_0p30,0,3,2026-08-29T15:43:45Z,TROT,835,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.767525119719668,on,6,5,0.02,30,skill.STEP_WALK_MAX,step_up_0p02,0,4,2026-08-29T15:43:45Z,WALK,615,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.879231779831548,on,6,5,0.04,30,skill.STEP_WALK_MAX,step_up_0p04,0,4,2026-08-29T15:43:45Z,WALK,615,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.8075854471353288,on,6,5,0.06,30,skill.STEP_WALK_MAX,step_up_0p06,0,4,2026-08-29T15:43:45Z,WALK,615,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.9012842543133694,on,6,5,0.08,30,skill.STEP_WALK_MAX,step_up_0p08,0,4,2026-08-29T15:43:45Z,WALK,615,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.786662118008603,on,6,5,0.1,30,skill.STEP_WALK_MAX,step_up_0p10,0,4,2026-08-29T15:43:45Z,WALK,615,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.878635266565394,on,6,5,0.12,30,skill.STEP_WALK_MAX,step_up_0p12,0,4,2026-08-29T15:43:45Z,WALK,615,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.893502129093833,on,6,5,0.14,30,skill.STEP_WALK_MAX,step_up_0p14,0,4,2026-08-29T15:43:45Z,WALK,615,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.991096519957102,on,6,5,0.16,30,skill.STEP_WALK_MAX,step_up_0p16,0,4,2026-08-29T15:43:45Z,WALK,615,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.911221299865006,on,6,5,0.18,30,skill.STEP_WALK_MAX,step_up_0p18,0,4,2026-08-29T15:43:45Z,WALK,615,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.9357368155734944,on,6,5,0.2,30,skill.STEP_WALK_MAX,step_up_0p20,0,4,2026-08-29T15:43:45Z,WALK,615,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.7899593734729122,on,6,5,0.22,30,skill.STEP_WALK_MAX,step_up_0p22,0,4,2026-08-29T15:43:45Z,WALK,615,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.795537061610329,on,6,5,0.24,30,skill.STEP_WALK_MAX,step_up_0p24,0,4,2026-08-29T15:43:45Z,WALK,615,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.9575426385713075,on,6,5,0.26,30,skill.STEP_WALK_MAX,step_up_0p26,0,4,2026-08-29T15:43:45Z,WALK,615,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.801599096483728,on,6,5,0.28,30,skill.STEP_WALK_MAX,step_up_0p28,0,4,2026-08-29T15:43:45Z,WALK,615,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,30,step_up,1,2.969218155122815,on,6,5,0.3,30,skill.STEP_WALK_MAX,step_up_0p30,0,4,2026-08-29T15:43:45Z,WALK,615,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,26,step_up,1,4.354096323486685,on,6,5,0.02,30,skill.STEP_TROT_MAX,step_up_0p02,0,4,2026-08-29T15:43:45Z,TROT,615,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,26,step_up,1,4.348796709499734,on,6,5,0.04,30,skill.STEP_TROT_MAX,step_up_0p04,0,4,2026-08-29T15:43:45Z,TROT,615,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,26,step_up,1,4.345752470409535,on,6,5,0.06,30,skill.STEP_TROT_MAX,step_up_0p06,0,4,2026-08-29T15:43:45Z,TROT,615,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,26,step_up,1,4.350769480435082,on,6,5,0.08,30,skill.STEP_TROT_MAX,step_up_0p08,0,4,2026-08-29T15:43:45Z,TROT,615,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,26,step_up,1,4.360260732388687,on,6,5,0.1,30,skill.STEP_TROT_MAX,step_up_0p10,0,4,2026-08-29T15:43:45Z,TROT,615,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,26,step_up,1,4.3477515110164004,on,6,5,0.12,30,skill.STEP_TROT_MAX,step_up_0p12,0,4,2026-08-29T15:43:45Z,TROT,615,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,26,step_up,1,4.35227836893869,on,6,5,0.14,30,skill.STEP_TROT_MAX,step_up_0p14,0,4,2026-08-29T15:43:45Z,TROT,615,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,26,step_up,1,4.344946306424684,on,6,5,0.16,30,skill.STEP_TROT_MAX,step_up_0p16,0,4,2026-08-29T15:43:45Z,TROT,615,40.0,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 40 --results-csv outputs/swing_lift_steps.csv,26,step_up,1,4.346753329629449,on,6,5,0.18,30,skill.STEP_TROT_MAX,step_up_0p18,0,4,2026-08-29T15:43:45Z,TROT,615,40.0,nan
