task,level,switch_delay_s,step_walk_max_m,lookahead_trot_m,px_ground_width_m,obs_step_up_max,obs_step_up_p95,obs_step_up_mean,true_step_up_max,true_step_up_p95,true_step_up_mean,ticks_in_jump_band,jump_gate,requests_dropped_busy,jump_detections,jump_tracks_missed,jump_band_ticks,jump_blocked_far,jump_blocked_retrigger,switches,jumps,goals_reached,goals_total,sim_time_s,travelled_m,stalled,timed_out,n_segments,warn_tick_frac,blind_tick_frac,stale_tick_frac,unsupported_fatal,unsupported_unverified,frac_WALK,frac_TROT,frac_RUN,frac_JUMP,sequence
staircase_climbing,2,2,0.15,1.15,0.0758668,0.575,0.555,0.123314,0.575,0.575,0.165245,0,near_edge,12,0,0,0,0,0,11,0,8,8,28.6,10.2,False,False,12,0.566434,0,0,39,0,0.433566,0.0664336,0.5,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_climbing,3,2,0.15,1.15,0.0758668,0.6,0.575,0.127111,0.6,0.6,0.170524,0,near_edge,12,0,0,0,0,0,11,0,8,8,28.6,10.2,False,False,12,0.566434,0,0,39,0,0.433566,0.0664336,0.5,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_climbing,4,2,0.15,1.15,0.0758668,0.6,0.575,0.125976,0.6,0.6,0.17007,0,near_edge,12,0,0,0,0,0,11,0,8,8,28.6,10.2,False,False,12,0.566434,0,0,39,0,0.433566,0.0664336,0.5,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_climbing,5,2,0.15,1.15,0.0758668,0.595,0.55,0.0992246,0.595,0.595,0.166452,0,near_edge,13,0,0,0,0,0,11,0,8,8,27.9,9.9,False,False,12,0.569892,0,0,37,0,0.430108,0.0681004,0.501792,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_climbing,6,2,0.15,1.15,0.0758668,0.64,0.63,0.109228,0.64,0.64,0.183513,0,near_edge,13,0,0,0,0,0,11,0,8,8,27.9,9.9,False,False,12,0.569892,0,0,37,0,0.430108,0.0681004,0.501792,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_climbing,7,2,0.15,1.15,0.0758668,0.65,0.6135,0.11087,0.65,0.65,0.18595,0,near_edge,13,0,0,0,0,0,11,0,8,8,27.9,9.9,False,False,12,0.569892,0,0,37,0,0.430108,0.0681004,0.501792,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_climbing,8,2,0.15,1.15,0.0758668,0.67,0.635,0.114612,0.67,0.67,0.192545,0,near_edge,13,0,0,0,0,0,11,0,8,8,27.9,9.9,False,False,12,0.569892,0,0,37,0,0.430108,0.0681004,0.501792,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_climbing,9,2,0.15,1.15,0.0758668,0.685,0.65,0.114711,0.685,0.685,0.192545,0,near_edge,13,0,0,0,0,0,11,0,8,8,27.9,9.9,False,False,12,0.569892,0,0,37,0,0.430108,0.0681004,0.501792,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_spiral,0,2,0.15,1.15,0.0758668,0.055,0.05,0.0192228,0.055,0.05,0.0352644,0,near_edge,33,0,0,0,0,0,7,0,8,8,20.8,9.18892,False,False,8,0.769231,0,0,8,2,0.230769,0.475962,0.293269,0,TROT→RUN→TROT→RUN→WALK→TROT→WALK→TROT
staircase_spiral,1,2,0.15,1.15,0.0758668,0.07,0.07,0.036065,0.07,0.07,0.0548729,0,near_edge,26,0,0,0,0,0,5,0,8,8,23.6,9.02389,False,False,6,0.610169,0,0,1,0,0.389831,0.266949,0.34322,0,TROT→RUN→TROT→RUN→WALK→RUN
staircase_spiral,2,2,0.15,1.15,0.0758668,0.095,0.09,0.0592816,0.095,0.095,0.0697826,0,near_edge,18,0,0,0,0,0,3,0,8,8,32.2,8.85918,False,False,4,0.251553,0,0,11,0,0.751553,0.121118,0.127329,0,TROT→RUN→TROT→WALK
staircase_spiral,3,2,0.15,1.15,0.0758668,0.115,0.115,0.0785552,0.115,0.115,0.087282,0,near_edge,0,0,0,0,0,0,2,0,8,8,34.4,8.69479,False,False,3,0.180233,0,0,13,0,0.822674,0.0552326,0.122093,0,TROT→RUN→WALK
staircase_spiral,4,2,0.15,1.15,0.0758668,0.14,0.14,0.0961026,0.14,0.14,0.10327,0,near_edge,0,0,0,0,0,0,2,0,8,8,34.1,8.53071,False,False,3,0.181818,0,0,15,0,0.821114,0.0557185,0.123167,0,TROT→RUN→WALK
staircase_spiral,5,2,0.15,1.15,0.0758668,0.16,0.16,0.110806,0.16,0.16,0.118951,0,near_edge,0,0,0,0,0,0,2,0,8,8,32.9,8.36693,False,False,3,0.18845,0,0,31,0,0.81459,0.0577508,0.12766,0,TROT→RUN→WALK
staircase_spiral,6,2,0.15,1.15,0.0758668,0.18,0.18,0.124031,0.18,0.18,0.132163,0,near_edge,0,0,0,0,0,0,2,0,8,8,32.6,8.20346,False,False,3,0.190184,0,0,44,0,0.812883,0.0582822,0.128834,0,TROT→RUN→WALK
staircase_spiral,7,2,0.15,1.15,0.0758668,0.205,0.205,0.135076,0.205,0.205,0.144586,0,near_edge,0,0,0,0,0,0,2,0,8,8,31.4,8.04029,False,False,3,0.197452,0,0,43,0,0.805732,0.0605096,0.133758,0,TROT→RUN→WALK
staircase_spiral,8,2,0.15,1.15,0.0758668,0.22,0.22,0.145656,0.22,0.22,0.156412,0,near_edge,0,0,0,0,0,0,2,0,8,8,30.8,7.87742,False,False,3,0.201299,0,0,57,0,0.801948,0.0616883,0.136364,0,TROT→RUN→WALK
staircase_spiral,9,2,0.15,1.15,0.0758668,0.25,0.25,0.163336,0.25,0.25,0.183064,0,near_edge,19,0,0,0,0,0,3,0,8,8,26.6,7.71484,False,False,4,0.304511,0,0,56,0,0.699248,0.146617,0.154135,0,TROT→RUN→TROT→WALK
squeeze,0,2,0.15,1.15,0.0758668,0.7,0.7,0.149929,0.7,0.7,0.204787,0,near_edge,10,0,0,0,0,0,3,0,8,8,18.8,7.67714,False,False,4,0.760638,0,0,19,0,0.239362,0.101064,0.659574,0,TROT→RUN→WALK→RUN
squeeze,1,2,0.15,1.15,0.0758668,0.7,0.7,0.0895238,0.7,0.7,0.15,0,near_edge,10,0,0,0,0,0,5,0,8,8,19.6,7.92275,False,False,6,0.739796,0,0,19,0,0.260204,0.0969388,0.642857,0,TROT→RUN→WALK→RUN→WALK→RUN
squeeze,2,2,0.15,1.15,0.0758668,0.7,0.7,0.100356,0.7,0.7,0.156311,0,near_edge,10,0,0,0,0,0,5,0,8,8,20.6,8.26316,False,False,6,0.737864,0,0,18,0,0.262136,0.092233,0.645631,0,TROT→RUN→WALK→RUN→WALK→RUN
squeeze,3,2,0.15,1.15,0.0758668,0.7,0.233333,0.0387728,0.7,0.7,0.0731343,0,near_edge,10,0,0,0,0,0,5,0,8,8,20.1,8.26157,False,False,6,0.761194,0,0,10,0,0.238806,0.0945274,0.666667,0,TROT→RUN→WALK→RUN→WALK→RUN
squeeze,4,2,0.15,1.15,0.0758668,0.7,0.7,0.0840464,0.7,0.7,0.118408,0,near_edge,0,0,0,0,0,0,3,0,8,8,20.1,8.66834,False,False,4,0.830846,0,0,12,0,0.169154,0.0945274,0.736318,0,TROT→RUN→WALK→RUN
squeeze,5,2,0.15,1.15,0.0758668,0.7,0.7,0.146437,0.7,0.7,0.212414,0,near_edge,10,0,0,0,0,0,7,0,8,8,29,8.54513,False,False,8,0.344828,0,0,55,0,0.655172,0.0655172,0.27931,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN
squeeze,6,2,0.15,1.15,0.0758668,0,0,0,0,0,0,0,near_edge,16,0,0,0,0,0,3,0,8,8,35.4,8.75183,False,False,4,0.169492,0,0,73,0,0.830508,0.0536723,0.115819,0,TROT→RUN→WALK→RUN
squeeze,7,2,0.15,1.15,0.0758668,0.7,0.7,0.109487,0.7,0.7,0.146853,0,near_edge,15,0,0,0,0,0,7,0,8,8,28.6,8.93066,False,False,8,0.409091,0,0,57,0,0.590909,0.0664336,0.342657,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN
squeeze,8,2,0.15,1.15,0.0758668,0.7,0.7,0.0474482,0.7,0.7,0.0586124,0,near_edge,0,0,0,0,0,0,2,0,8,8,41.8,9.46422,False,False,3,0.0956938,0,0,92,0,0.904306,0.0454545,0.0502392,0,TROT→WALK→RUN
squeeze,9,2,0.15,1.15,0.0758668,0.7,4.44089e-16,0.0167553,0.7,0,0.0260638,0,near_edge,15,0,0,0,0,0,3,0,8,8,37.6,9.20625,False,False,4,0.159574,0,0,75,0,0.840426,0.0505319,0.109043,0,TROT→RUN→WALK→RUN
agility_poles,0,2,0.15,1.15,0.0758668,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,2,0,8,8,46.4,20.7012,False,False,3,0.881466,0,0,20,15,0.12069,0.0409483,0.838362,0,TROT→RUN→WALK
agility_poles,1,2,0.15,1.15,0.0758668,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,6,0,8,8,44.4,19.8352,False,False,7,0.891892,0,0,11,18,0.11036,0.0427928,0.846847,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK
agility_poles,2,2,0.15,1.15,0.0758668,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,5,0,8,8,43,19.268,False,False,6,0.888372,0,0,4,19,0.111628,0.044186,0.844186,0,TROT→RUN→WALK→RUN→WALK→RUN
agility_poles,3,2,0.15,1.15,0.0758668,0.2,0,0.000877193,1,0,0.00438596,0,near_edge,2,0,0,0,0,0,11,0,8,8,45.6,18.4342,False,False,12,0.736842,0,0,14,15,0.263158,0.0416667,0.695175,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
agility_poles,4,2,0.15,1.15,0.0758668,0.4,0,0.00287648,1,0,0.0101523,0,near_edge,4,0,0,0,0,0,5,0,8,8,39.4,17.5046,False,False,6,0.878173,0,0,8,15,0.121827,0.0482234,0.829949,0,TROT→RUN→WALK→RUN→WALK→RUN
agility_poles,5,2,0.15,1.15,0.0758668,0.4,0,0.00459224,1,0,0.0142518,0,near_edge,6,0,0,0,0,0,11,0,8,8,42.1,16.6932,False,False,12,0.714964,0,0,13,10,0.285036,0.0451306,0.669834,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
agility_poles,6,2,0.15,1.15,0.0758668,0.4,0,0.00606061,1,0,0.019656,0,near_edge,8,0,0,0,0,0,11,0,8,8,40.7,16.1675,False,False,12,0.70516,0,0,18,15,0.29484,0.046683,0.658477,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
agility_poles,7,2,0.15,1.15,0.0758668,0.4,0,0.00806584,1,0,0.0246914,0,near_edge,10,0,0,0,0,0,12,0,8,8,40.5,15.4046,False,False,13,0.644444,0,0,22,13,0.355556,0.0469136,0.597531,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
agility_poles,8,2,0.15,1.15,0.0758668,0.666667,0,0.00925926,1,0,0.0252525,0,near_edge,10,0,0,0,0,0,12,0,8,8,39.6,14.9152,False,False,13,0.636364,0,0,24,10,0.363636,0.0479798,0.588384,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
agility_poles,9,2,0.15,1.15,0.0758668,1,0,0.0149123,1,0,0.0263158,0,near_edge,10,0,0,0,0,0,12,0,8,8,38,14.2136,False,False,13,0.621053,0,0,25,10,0.378947,0.05,0.571053,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
balance_beam,0,2,0.15,1.15,0.0758668,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,19.2,9,False,False,2,1,0,0,0,0,0,0.0989583,0.901042,0,TROT→RUN
balance_beam,1,2,0.15,1.15,0.0758668,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,20.4,9.6,False,False,2,1,0,0,0,0,0,0.0931373,0.906863,0,TROT→RUN
balance_beam,2,2,0.15,1.15,0.0758668,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,20.9,9.9,False,False,2,1,0,0,0,0,0,0.0909091,0.909091,0,TROT→RUN
balance_beam,3,2,0.15,1.15,0.0758668,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,22.2,10.5,False,False,2,1,0,0,0,0,0,0.0855856,0.914414,0,TROT→RUN
balance_beam,4,2,0.15,1.15,0.0758668,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,23.4,11.1,False,False,2,1,0,0,0,0,0,0.0811966,0.918803,0,TROT→RUN
balance_beam,5,2,0.15,1.15,0.0758668,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,24,11.4,False,False,2,1,0,0,0,0,0,0.0791667,0.920833,0,TROT→RUN
balance_beam,6,2,0.15,1.15,0.0758668,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,25.2,12,False,False,2,1,0,0,0,0,0,0.0753968,0.924603,0,TROT→RUN
balance_beam,7,2,0.15,1.15,0.0758668,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,26.4,12.6,False,False,2,1,0,0,0,0,0,0.0719697,0.92803,0,TROT→RUN
balance_beam,8,2,0.15,1.15,0.0758668,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,27,12.9,False,False,2,1,0,0,0,0,0,0.0703704,0.92963,0,TROT→RUN
balance_beam,9,2,0.15,1.15,0.0758668,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,2,0,8,8,63.4,13.5,False,False,3,0.0504732,0,0,126,0,0.949527,0.0299685,0.0205047,0,TROT→WALK→RUN
jump_on_and_off_box,0,2.4,0.15,1.37,0.10921,0.44,0.27,0.0347561,0.44,0.44,0.0583136,0,near_edge,71,0,0,0,0,0,14,0,8,8,50.7,17.6091,False,False,15,0.500986,0,0,37,2,0.500986,0.151874,0.34714,0,TROT→RUN→TROT→WALK→RUN→WALK→RUN→TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK
jump_on_and_off_box,1,2.4,0.15,1.37,0.10921,0.465,0.113417,0.0145676,0.465,0.27875,0.0271941,0,near_edge,42,0,0,0,0,0,13,0,8,8,57.2,17.2596,False,False,14,0.351399,0,0,32,1,0.65035,0.0874126,0.262238,0,TROT→RUN→TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK
jump_on_and_off_box,2,2.4,0.15,1.37,0.10921,0.525,0.133333,0.0185436,0.525,0.38,0.0370841,0,near_edge,41,0,0,0,0,0,13,0,8,8,54.7,16.959,False,False,14,0.382084,0,0,31,4,0.619744,0.0877514,0.292505,0,TROT→RUN→TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK
jump_on_and_off_box,3,2.4,0.15,1.37,0.10921,0.56,0.148333,0.0179787,0.56,0.385,0.034211,0,near_edge,14,0,0,0,0,0,13,0,8,8,56.4,16.4652,False,False,14,0.328014,0,0,25,4,0.673759,0.0407801,0.285461,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK
jump_on_and_off_box,4,2.4,0.15,1.37,0.10921,0.59,0.175,0.0255929,0.59,0.45,0.0538142,0,near_edge,46,0,0,0,0,0,12,0,8,8,50.6,16.3563,False,False,13,0.426877,0,0,30,4,0.573123,0.0928854,0.333992,0,TROT→RUN→TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
jump_on_and_off_box,5,2.4,0.15,1.37,0.10921,0.625,0.515,0.0802122,0.625,0.545,0.119124,0,near_edge,12,0,0,0,0,0,11,0,8,8,54.2,16.0555,False,False,12,0.345018,0,0,45,4,0.654982,0.0424354,0.302583,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
jump_on_and_off_box,6,2.4,0.15,1.37,0.10921,0.66,0.208333,0.0270857,0.66,0.585,0.054581,0,near_edge,12,0,0,0,0,0,12,0,8,8,53.7,15.9114,False,False,13,0.342644,0,0,26,4,0.657356,0.0428305,0.299814,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
jump_on_and_off_box,7,2.4,0.15,1.37,0.10921,0.71,0.231667,0.0329808,0.71,0.615,0.0700384,0,near_edge,11,0,0,0,0,0,12,0,8,8,52.1,15.5624,False,False,13,0.351248,0,0,22,3,0.648752,0.0441459,0.307102,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
jump_on_and_off_box,8,2.4,0.15,1.37,0.10921,0.775,0.545,0.0550149,0.775,0.665,0.0975778,0,near_edge,13,0,0,0,0,0,11,0,8,8,51.4,15.5588,False,False,12,0.363813,0,0,28,3,0.636187,0.0447471,0.319066,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
jump_on_and_off_box,9,2.4,0.15,1.37,0.10921,0.795,0.61,0.0644382,0.795,0.78,0.117742,0,near_edge,12,0,0,0,0,0,11,0,8,8,49.6,15.0627,False,False,12,0.368952,0,0,27,1,0.631048,0.046371,0.322581,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
forward_ramp_lips,0,2.4,0.15,1.37,0.10921,0.255,0.255,0.0900397,0.255,0.255,0.109591,0,near_edge,5,0,0,0,0,0,4,0,8,8,53.8,13.2579,False,False,5,0.154275,0,0,37,0,0.845725,0.0947955,0.0594796,0,TROT→WALK→TROT→WALK→RUN
forward_ramp_lips,1,2.4,0.15,1.37,0.10921,0.265,0.26,0.0785585,0.265,0.26,0.104647,0,near_edge,5,0,0,0,0,0,8,0,8,8,45.3,13.2293,False,False,9,0.291391,0,0,24,0,0.708609,0.220751,0.0706402,0,TROT→WALK→TROT→WALK→TROT→WALK→TROT→WALK→RUN
forward_ramp_lips,2,2.4,0.15,1.37,0.10921,0.285,0.27,0.0785131,0.285,0.27,0.104395,0,near_edge,5,0,0,0,0,0,8,0,8,8,44.6,13.2718,False,False,9,0.300448,0,0,24,0,0.699552,0.230942,0.0695067,0,TROT→WALK→TROT→WALK→TROT→WALK→TROT→WALK→RUN
forward_ramp_lips,3,2.4,0.15,1.37,0.10921,0.28,0.28,0.0867726,0.28,0.28,0.11431,0,near_edge,5,0,0,0,0,0,9,0,8,8,42,13.5076,False,False,10,0.371429,0,0,23,0,0.628571,0.314286,0.0571429,0,TROT→WALK→TROT→WALK→TROT→WALK→TROT→WALK→TROT→RUN
forward_ramp_lips,4,2.4,0.15,1.37,0.10921,0.3,0.3,0.0972166,0.3,0.3,0.122944,0,near_edge,6,0,0,0,0,0,6,0,8,8,48.4,13.2132,False,False,7,0.231405,0,0,30,0,0.768595,0.163223,0.0681818,0,TROT→WALK→TROT→WALK→TROT→WALK→RUN
forward_ramp_lips,5,2.4,0.15,1.37,0.10921,0.31,0.31,0.128826,0.31,0.31,0.151189,0,near_edge,6,0,0,0,0,0,2,0,8,8,51.3,11.853,False,False,3,0.111111,0,0,44,0,0.888889,0.0467836,0.0643275,0,TROT→WALK→RUN
forward_ramp_lips,6,2.4,0.15,1.37,0.10921,0.31,0.31,0.10419,0.31,0.31,0.126447,0,near_edge,6,0,0,0,0,0,4,0,8,8,55.3,13.6066,False,False,5,0.153707,0,0,38,0,0.846293,0.0940325,0.0596745,0,TROT→WALK→TROT→WALK→RUN
forward_ramp_lips,7,2.4,0.15,1.37,0.10921,0.315,0.31,0.115593,0.315,0.31,0.140324,0,near_edge,7,0,0,0,0,0,5,0,8,8,51,13.6074,False,False,6,0.209804,0,0,36,0,0.790196,0.160784,0.0490196,0,TROT→WALK→TROT→WALK→TROT→RUN
forward_ramp_lips,8,2.4,0.15,1.37,0.10921,0.335,0.335,0.122109,0.335,0.335,0.146771,0,near_edge,8,0,0,0,0,0,4,0,8,8,52.5,12.7627,False,False,5,0.154286,0,0,38,0,0.845714,0.0438095,0.110476,0,TROT→WALK→RUN→WALK→RUN
forward_ramp_lips,9,2.4,0.15,1.37,0.10921,0.315,0.315,0.119206,0.315,0.315,0.14021,0,near_edge,7,0,0,0,0,0,2,0,8,8,59.6,13.5611,False,False,3,0.0973154,0,0,44,0,0.902685,0.0402685,0.057047,0,TROT→WALK→RUN
sphere_bump_lips,0,2.4,0.15,1.37,0.10921,0.385,0.3,0.0363759,0.385,0.3,0.0558153,0,near_edge,48,0,0,0,0,0,14,0,8,8,50.9,16.6455,False,False,15,0.428291,0,0,17,3,0.571709,0.143418,0.284872,0,TROT→WALK→RUN→WALK→RUN→TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→TROT
sphere_bump_lips,1,2.4,0.15,1.37,0.10921,0.41,0.265,0.0341189,0.41,0.37,0.0494592,0,near_edge,24,0,0,0,0,0,13,0,8,8,52.7,16.052,False,False,14,0.364326,0,0,45,2,0.635674,0.085389,0.278937,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→TROT
sphere_bump_lips,2,2.4,0.15,1.37,0.10921,0.46,0.278333,0.0498263,0.46,0.405,0.0744457,0,near_edge,38,0,0,0,0,0,10,0,8,8,45.1,15.4137,False,False,11,0.481153,0,0,72,0,0.518847,0.157428,0.323725,0,TROT→RUN→WALK→RUN→TROT→RUN→WALK→RUN→WALK→RUN→TROT
sphere_bump_lips,3,2.4,0.15,1.37,0.10921,0.485,0.2755,0.0334374,0.485,0.405,0.0538912,0,near_edge,13,0,0,0,0,0,13,0,8,8,48.7,15.5522,False,False,14,0.425051,0,0,49,0,0.574949,0.0492813,0.37577,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump_lips,4,2.4,0.15,1.37,0.10921,0.6,0.42375,0.0810947,0.6,0.47,0.101115,0,near_edge,48,0,0,0,0,0,10,0,8,8,42.6,14.2334,False,False,11,0.462441,0,0,22,1,0.537559,0.110329,0.352113,0,TROT→RUN→TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump_lips,5,2.4,0.15,1.37,0.10921,0.605,0.469,0.088757,0.605,0.545,0.12714,0,near_edge,51,0,0,0,0,0,10,0,8,8,46.5,15.1251,False,False,11,0.434409,0,0,33,1,0.565591,0.101075,0.333333,0,TROT→RUN→TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump_lips,6,2.4,0.15,1.37,0.10921,0.69,0.53,0.0851754,0.69,0.535,0.107165,0,near_edge,12,0,0,0,0,0,11,0,8,8,41.8,13.4008,False,False,12,0.433014,0,0,51,0,0.566986,0.0550239,0.37799,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump_lips,7,2.4,0.15,1.37,0.10921,0.62,0.525,0.0495945,0.62,0.59,0.0733942,0,near_edge,7,0,0,0,0,0,11,0,8,8,41.1,13.7508,False,False,12,0.479319,0,0,50,0,0.520681,0.0559611,0.423358,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump_lips,8,2.4,0.15,1.37,0.10921,0.745,0.665,0.0746925,0.745,0.745,0.113275,0,near_edge,5,0,0,0,0,0,11,0,8,8,40,13.3313,False,False,12,0.48,0,0,40,0,0.52,0.0575,0.4225,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump_lips,9,2.4,0.15,1.37,0.10921,0.77,0.695,0.129569,0.77,0.6995,0.175603,0,near_edge,7,0,0,0,0,0,9,0,8,8,42.3,13.2813,False,False,10,0.404255,0,0,55,0,0.595745,0.0543735,0.349882,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
forward_ramp_no_lips,0,2.4,0.15,1.37,0.10921,0.025,0.025,0.018433,0.04,0.025,0.0187443,0,near_edge,0,0,0,0,0,0,2,0,8,8,43.8,10.0262,False,False,3,0.100457,0,0,0,0,0.899543,0.0525114,0.0479452,0,TROT→WALK→RUN
forward_ramp_no_lips,1,2.4,0.15,1.37,0.10921,0.03,0.03,0.0203715,0.035,0.03,0.0207755,0,near_edge,0,0,0,0,0,0,2,0,8,8,43.2,9.96393,False,False,3,0.104167,0,0,0,0,0.895833,0.0555556,0.0486111,0,TROT→WALK→RUN
forward_ramp_no_lips,2,2.4,0.15,1.37,0.10921,0.03,0.03,0.0218417,0.035,0.03,0.0221172,0,near_edge,0,0,0,0,0,0,2,0,8,8,41.8,9.7189,False,False,3,0.11244,0,0,0,0,0.88756,0.0598086,0.0526316,0,TROT→WALK→RUN
forward_ramp_no_lips,3,2.4,0.15,1.37,0.10921,0.035,0.035,0.0238889,0.045,0.035,0.0243381,0,near_edge,0,0,0,0,0,0,2,0,8,8,42.3,9.75892,False,False,3,0.106383,0,0,0,0,0.893617,0.0543735,0.0520095,0,TROT→WALK→RUN
forward_ramp_no_lips,4,2.4,0.15,1.37,0.10921,0.0366667,0.035,0.0262193,0.055,0.035,0.0268523,0,near_edge,0,0,0,0,0,0,2,0,8,8,44,10.1059,False,False,3,0.104545,0,0,0,0,0.895455,0.0522727,0.0522727,0,TROT→WALK→RUN
forward_ramp_no_lips,5,2.4,0.15,1.37,0.10921,0.04,0.04,0.0269586,0.045,0.04,0.0274492,0,near_edge,0,0,0,0,0,0,2,0,8,8,44.3,10.2174,False,False,3,0.106095,0,0,0,0,0.893905,0.0519187,0.0541761,0,TROT→WALK→RUN
forward_ramp_no_lips,6,2.4,0.15,1.37,0.10921,0.045,0.045,0.0322867,0.065,0.045,0.0329927,0,near_edge,0,0,0,0,0,0,2,0,8,8,41.1,9.65526,False,False,3,0.119221,0,0,0,0,0.880779,0.0608273,0.0583942,0,TROT→WALK→RUN
forward_ramp_no_lips,7,2.4,0.15,1.37,0.10921,0.0483333,0.045,0.0351012,0.07,0.045,0.0357738,0,near_edge,1,0,0,0,0,0,2,0,8,8,42,9.75756,False,False,3,0.116667,0,0,0,0,0.883333,0.0547619,0.0619048,0,TROT→WALK→RUN
forward_ramp_no_lips,8,2.4,0.15,1.37,0.10921,0.0516667,0.045,0.0321804,0.08,0.045,0.0328196,0,near_edge,2,0,0,0,0,0,2,0,8,8,43.8,10.1576,False,False,3,0.111872,0,0,0,0,0.888128,0.0525114,0.0593607,0,TROT→WALK→RUN
forward_ramp_no_lips,9,2.4,0.15,1.37,0.10921,0.05,0.05,0.0351221,0.07,0.05,0.0357648,0,near_edge,1,0,0,0,0,0,2,0,8,8,43.8,10.1703,False,False,3,0.111872,0,0,0,0,0.888128,0.0525114,0.0593607,0,TROT→WALK→RUN
flush_a_frame,0,2.4,0.15,1.37,0.10921,0.04,0.04,0.0245997,0.05,0.04,0.0258898,0,near_edge,20,0,0,0,0,0,2,0,8,8,63.5,14.1064,False,False,3,0.0708661,0,0,0,0,0.929134,0.0708661,0,0,TROT→WALK→TROT
