task,level,switch_delay_s,step_walk_max_m,lookahead_trot_m,px_ground_width_m,obs_step_up_max,obs_step_up_p95,obs_step_up_mean,true_step_up_max,true_step_up_p95,true_step_up_mean,ticks_in_jump_band,jump_gate,requests_dropped_busy,jump_detections,jump_tracks_missed,jump_band_ticks,jump_blocked_far,jump_blocked_retrigger,switches,jumps,goals_reached,goals_total,sim_time_s,travelled_m,stalled,timed_out,n_segments,warn_tick_frac,blind_tick_frac,stale_tick_frac,unsupported_fatal,unsupported_unverified,frac_WALK,frac_TROT,frac_RUN,frac_JUMP,sequence
box_jump_even,3,0,0.06,0.05,0.00316793,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,13,0,8,8,34,9.77663,False,False,14,1,0,0,50,41,0.673529,0,0.326471,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_even,4,0,0.06,0.05,0.00316793,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,13,0,8,8,36,10.1625,False,False,14,1,0,0,55,39,0.694444,0,0.305556,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_even,5,0,0.06,0.05,0.00316793,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,13,0,8,8,37.1,10.3788,False,False,14,1,0,0,56,42,0.700809,0,0.299191,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_even,6,0,0.06,0.05,0.00316793,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,13,0,8,8,37.4,10.5601,False,False,14,1,0,0,57,44,0.695187,0,0.304813,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_even,7,0,0.06,0.05,0.00316793,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,13,0,8,8,39.4,11.0719,False,False,14,1,0,0,59,44,0.700508,0,0.299492,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_even,8,0,0.06,0.05,0.00316793,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,13,0,8,8,38.3,10.2676,False,False,14,1,0,0,62,36,0.744125,0,0.255875,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_even,9,0,0.06,0.05,0.00316793,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,13,0,8,8,41.3,11.2532,False,False,14,1,0,0,63,39,0.728814,0,0.271186,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,0,0,0.06,0.05,0.00316793,0.015,0.015,0.00219346,0.015,0.015,0.00219346,0,near_edge,0,0,0,0,0,0,13,0,8,8,36.7,11.8059,False,False,14,1,0,0,45,44,0.553134,0,0.446866,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,1,0,0.06,0.05,0.00316793,0.045,0.045,0.0053267,0.045,0.045,0.0053267,0,near_edge,0,0,0,0,0,0,13,0,8,8,35.2,10.9692,False,False,14,1,0,0,47,44,0.596591,0.0426136,0.360795,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,2,0,0.06,0.05,0.00316793,0.075,0.075,0.0212054,0.075,0.075,0.0212054,136,near_edge,0,0,0,94,0,88,19,6,8,8,44.8,11.8539,False,False,26,1,0,0,51,45,0.578125,0,0.314732,0.107143,TROT→JUMP→WALK→JUMP→WALK→RUN→WALK→JUMP→WALK→RUN→WALK→JUMP→WALK→RUN→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→JUMP→WALK→RUN→WALK→RUN
box_jump_uneven,3,0,0.06,0.05,0.00316793,0.105,0.1,0.0229176,0.105,0.1,0.0229176,105,near_edge,0,0,0,70,0,65,18,5,8,8,44.9,11.9615,False,False,24,1,0,0,53,41,0.601336,0,0.309577,0.0890869,TROT→JUMP→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→JUMP→WALK→RUN→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→JUMP→WALK→RUN→WALK→RUN
box_jump_uneven,4,0,0.06,0.05,0.00316793,0.12,0.12,0.0249886,0.12,0.12,0.0249886,101,near_edge,0,0,0,66,0,61,18,5,8,8,43.9,11.0593,False,False,24,1,0,0,54,41,0.651481,0,0.257403,0.0911162,TROT→JUMP→WALK→JUMP→WALK→RUN→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→JUMP→WALK→RUN→WALK→RUN
box_jump_uneven,5,0,0.06,0.05,0.00316793,0.16,0.155,0.0359524,0.16,0.155,0.0359524,81,near_edge,0,0,0,53,0,49,17,4,8,8,44.1,11.3695,False,False,22,1,0,0,64,43,0.659864,0,0.267574,0.0725624,TROT→JUMP→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→RUN→WALK→JUMP→WALK→RUN→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,6,0,0.06,0.05,0.00316793,0.185,0.16,0.0261852,0.185,0.16,0.0261852,16,near_edge,0,0,0,9,0,8,15,1,8,8,40.5,10.8059,False,False,17,1,0,0,67,41,0.718519,0,0.261728,0.0197531,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,7,0,0.06,0.05,0.00316793,0.21,0.185,0.0195853,0.21,0.185,0.0195853,0,near_edge,0,0,0,0,0,0,14,0,8,8,43.4,11.8251,False,False,15,1,0,0,71,44,0.732719,0,0.267281,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,8,0,0.06,0.05,0.00316793,0.24,0.235,0.0225399,0.24,0.235,0.0225399,0,near_edge,0,0,0,0,0,0,14,0,8,8,43.9,11.9074,False,False,15,1,0,0,72,41,0.740319,0,0.259681,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
box_jump_uneven,9,0,0.06,0.05,0.00316793,0.23,0.225,0.0194789,0.23,0.225,0.0194789,0,near_edge,0,0,0,0,0,0,14,0,8,8,45.1,12.005,False,False,15,1,0,0,75,43,0.756098,0,0.243902,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,0,0,0.06,0.05,0.00316793,0.125,0.125,0.0418924,0.125,0.125,0.0418924,108,near_edge,0,0,0,80,0,76,14,4,8,8,28.8,7.82371,False,False,19,1,0,0,25,36,0.5625,0.104167,0.222222,0.111111,TROT→JUMP→WALK→JUMP→WALK→RUN→TROT→RUN→JUMP→WALK→JUMP→WALK→RUN→TROT→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,1,0,0.06,0.05,0.00316793,0.16,0.16,0.0280699,0.16,0.16,0.0280699,51,near_edge,0,0,0,37,0,35,15,2,8,8,32.9,8.3875,False,False,18,1,0,0,48,35,0.708207,0,0.243161,0.0486322,TROT→WALK→RUN→WALK→RUN→WALK→RUN→JUMP→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,2,0,0.06,0.05,0.00316793,0.19,0.19,0.0156114,0.19,0.19,0.0156114,0,near_edge,0,0,0,0,0,0,15,0,8,8,36.8,9.01199,False,False,16,1,0,0,72,44,0.831522,0,0.168478,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,3,0,0.06,0.05,0.00316793,0.15,0.15,0.0282451,0.15,0.15,0.0282451,49,near_edge,0,0,0,35,0,33,12,2,8,8,35.9,9.44901,False,False,15,1,0,0,63,56,0.685237,0,0.270195,0.0445682,TROT→RUN→JUMP→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,4,0,0.06,0.05,0.00316793,0.15,0.15,0.0166121,0.15,0.15,0.0166121,26,near_edge,0,0,0,19,0,18,14,1,8,8,39.7,9.71201,False,False,16,1,0,0,82,52,0.793451,0,0.186398,0.0201511,TROT→RUN→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,5,0,0.06,0.05,0.00316793,0.185,0.075,0.015273,0.185,0.075,0.015273,46,near_edge,0,0,0,32,0,30,14,2,8,8,40.3,10.6893,False,False,17,1,0,0,77,62,0.687345,0,0.272953,0.0397022,TROT→RUN→WALK→RUN→WALK→RUN→JUMP→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,6,0,0.06,0.05,0.00316793,0.215,0.09,0.0138647,0.215,0.09,0.0138647,26,near_edge,0,0,0,12,0,10,18,2,8,8,43.6,11.3528,False,False,21,1,0,0,75,56,0.715596,0.00458716,0.243119,0.0366972,TROT→RUN→WALK→RUN→WALK→RUN→WALK→JUMP→WALK→RUN→TROT→WALK→RUN→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,7,0,0.06,0.05,0.00316793,0.095,0.035,0.00512121,0.095,0.035,0.00512121,23,near_edge,0,0,0,16,0,15,16,1,8,8,49.5,11.9169,False,False,18,1,0,0,129,52,0.820202,0,0.163636,0.0161616,TROT→RUN→WALK→RUN→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,8,0,0.06,0.05,0.00316793,0.105,0.105,0.00606936,0.105,0.105,0.00606936,27,near_edge,0,0,0,20,0,19,16,1,8,8,51.9,12.2269,False,False,18,1,0,0,133,51,0.840077,0,0.144509,0.0154143,TROT→RUN→WALK→RUN→WALK→RUN→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
flat_circle_jump,9,0,0.06,0.05,0.00316793,0.055,0.005,0.00108055,0.055,0.005,0.00108055,0,near_edge,0,0,0,0,0,0,15,0,8,8,50.9,12.8728,False,False,16,1,0,0,107,49,0.803536,0,0.196464,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
bump_jump,0,0,0.06,0.05,0.00316793,0.06,0.045,0.0255794,0.06,0.045,0.0255794,9,near_edge,0,0,0,2,0,1,3,1,8,8,46.6,9.78538,False,False,5,1,0,0,108,46,0.927039,0.00643777,0.0493562,0.0171674,TROT→WALK→JUMP→WALK→RUN
bump_jump,1,0,0.06,0.05,0.00316793,0.07,0.04,0.0235892,0.07,0.04,0.0235892,9,near_edge,0,0,0,2,0,1,3,1,8,8,48.2,10.1124,False,False,5,1,0,0,72,47,0.929461,0.00622407,0.0477178,0.0165975,TROT→WALK→JUMP→WALK→RUN
bump_jump,2,0,0.06,0.05,0.00316793,0.06,0.04,0.0251911,0.06,0.04,0.0251911,0,near_edge,0,0,0,0,0,0,2,0,8,8,47.1,9.97173,False,False,3,1,0,0,103,53,0.951168,0,0.0488323,0,TROT→WALK→RUN
bump_jump,3,0,0.06,0.05,0.00316793,0.045,0.045,0.0239752,0.045,0.045,0.0239752,0,near_edge,0,0,0,0,0,0,4,0,8,8,48.3,10.3662,False,False,5,1,0,0,109,56,0.942029,0.00828157,0.0496894,0,TROT→RUN→TROT→WALK→RUN
bump_jump,4,0,0.06,0.05,0.00316793,0.045,0.045,0.023809,0.045,0.045,0.023809,0,near_edge,0,0,0,0,0,0,3,0,8,8,48.7,10.3214,False,False,4,1,0,0,121,55,0.950719,0,0.0492813,0,TROT→RUN→WALK→RUN
bump_jump,5,0,0.06,0.05,0.00316793,0.045,0.045,0.0232449,0.045,0.045,0.0232449,0,near_edge,0,0,0,0,0,0,3,0,8,8,49,10.51,False,False,4,1,0,0,105,54,0.938776,0,0.0612245,0,TROT→RUN→WALK→RUN
bump_jump,6,0,0.06,0.05,0.00316793,0.045,0.045,0.022045,0.045,0.045,0.022045,0,near_edge,0,0,0,0,0,0,4,0,8,8,48.9,10.5409,False,False,5,1,0,0,86,54,0.93865,0.00817996,0.0531697,0,TROT→RUN→TROT→WALK→RUN
bump_jump,7,0,0.06,0.05,0.00316793,0.045,0.045,0.0241211,0.045,0.045,0.0241211,0,near_edge,0,0,0,0,0,0,3,0,8,8,51.2,10.8703,False,False,4,1,0,0,108,56,0.949219,0,0.0507812,0,TROT→RUN→WALK→RUN
bump_jump,8,0,0.06,0.05,0.00316793,0.05,0.045,0.0238619,0.05,0.045,0.0238619,0,near_edge,0,0,0,0,0,0,3,0,8,8,51.4,10.9334,False,False,4,1,0,0,125,54,0.945525,0,0.0544747,0,TROT→RUN→WALK→RUN
bump_jump,9,0,0.06,0.05,0.00316793,0.045,0.045,0.0220623,0.045,0.045,0.0220623,0,near_edge,0,0,0,0,0,0,3,0,8,8,51.4,10.967,False,False,4,1,0,0,85,50,0.945525,0,0.0544747,0,TROT→RUN→WALK→RUN
sideways_ramp,0,0,0.06,0.05,0.00316793,0.035,0.015,0.00973765,0.035,0.015,0.00973765,0,near_edge,0,0,0,0,0,0,15,0,8,8,32.4,9.93188,False,False,16,1,0,0,42,44,0.611111,0,0.388889,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sideways_ramp,1,0,0.06,0.05,0.00316793,0.095,0.095,0.0205764,0.095,0.095,0.0205764,53,near_edge,0,0,0,39,0,37,15,2,8,8,34.7,9.63196,False,False,18,1,0,0,38,40,0.636888,0,0.317003,0.0461095,TROT→JUMP→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sideways_ramp,2,0,0.06,0.05,0.00316793,0.16,0.14,0.02989,0.16,0.14,0.02989,48,near_edge,0,0,0,34,0,32,11,2,8,8,40.9,9.77655,False,False,14,1,0,0,46,44,0.784841,0,0.176039,0.0391198,TROT→JUMP→WALK→RUN→WALK→RUN→WALK→RUN→WALK→JUMP→WALK→RUN→WALK→RUN
sideways_ramp,3,0,0.06,0.05,0.00316793,0.175,0.175,0.0258862,0.175,0.175,0.0258862,0,near_edge,0,0,0,0,0,0,12,0,8,8,37.8,10.0073,False,False,13,1,0,0,54,43,0.761905,0,0.238095,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sideways_ramp,4,0,0.06,0.05,0.00316793,0.145,0.145,0.0309031,0.145,0.145,0.0309031,74,near_edge,0,0,0,53,0,50,18,3,8,8,38.2,9.69053,False,False,22,1,0,0,50,41,0.693717,0.013089,0.230366,0.0628272,TROT→JUMP→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→RUN→TROT→RUN→WALK→RUN→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→RUN
sideways_ramp,5,0,0.06,0.05,0.00316793,0.125,0.105,0.02023,0.125,0.105,0.02023,53,near_edge,0,0,0,32,0,29,18,3,8,8,41.3,9.90986,False,False,22,1,0,0,55,42,0.753027,0.00484262,0.184019,0.0581114,TROT→RUN→WALK→JUMP→WALK→TROT→WALK→RUN→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→RUN→WALK→JUMP→WALK→RUN→WALK→RUN
sideways_ramp,6,0,0.06,0.05,0.00316793,0.195,0.195,0.0286957,0.195,0.195,0.0286957,16,near_edge,0,0,0,9,0,8,15,1,8,8,39.1,10.2027,False,False,17,1,0,0,63,39,0.746803,0.0306905,0.202046,0.0204604,TROT→WALK→RUN→WALK→RUN→WALK→TROT→WALK→RUN→WALK→RUN→WALK→JUMP→WALK→RUN→WALK→RUN
sideways_ramp,7,0,0.06,0.05,0.00316793,0.135,0.12,0.0206189,0.135,0.12,0.0206189,23,near_edge,0,0,0,16,0,15,14,1,8,8,41.2,10.4011,False,False,16,1,0,0,55,39,0.771845,0.0121359,0.196602,0.0194175,TROT→RUN→JUMP→WALK→RUN→WALK→TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sideways_ramp,8,0,0.06,0.05,0.00316793,0.275,0.275,0.0294264,0.275,0.275,0.0294264,0,near_edge,0,0,0,0,0,0,14,0,8,8,40.1,10.1216,False,False,15,1,0,0,69,36,0.810474,0.0249377,0.164589,0,TROT→WALK→RUN→WALK→RUN→WALK→TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sideways_ramp,9,0,0.06,0.05,0.00316793,0.25,0.25,0.0292974,0.25,0.25,0.0292974,0,near_edge,0,0,0,0,0,0,15,0,8,8,42.7,10.336,False,False,16,1,0,0,71,34,0.843091,0.00702576,0.149883,0,TROT→WALK→RUN→WALK→RUN→TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
stepping_stones_cylinder,0,0,0.06,0.05,0.00316793,0.01,0.01,0.00478992,0.01,0.01,0.00478992,0,near_edge,0,0,0,0,0,0,1,0,8,8,11.9,5.49083,False,False,2,1,0,0,0,38,0,0,1,0,TROT→RUN
stepping_stones_cylinder,1,0,0.06,0.05,0.00316793,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,2,0,8,8,13.9,5.3857,False,False,3,1,0,0,9,42,0.28777,0,0.71223,0,TROT→WALK→RUN
stepping_stones_cylinder,2,0,0.06,0.05,0.00316793,0.005,0.005,0.00231788,0.005,0.005,0.00231788,0,near_edge,0,0,0,0,0,0,4,0,8,8,15.1,5.18269,False,False,5,1,0,0,15,40,0.443709,0,0.556291,0,TROT→WALK→RUN→WALK→RUN
stepping_stones_cylinder,3,0,0.06,0.05,0.00316793,0.005,0.005,0.0025266,0.005,0.005,0.0025266,0,near_edge,0,0,0,0,0,0,4,0,8,8,18.8,4.87874,False,False,5,1,0,0,31,21,0.771277,0,0.228723,0,TROT→WALK→RUN→WALK→RUN
stepping_stones_cylinder,4,0,0.06,0.05,0.00316793,0.015,0.015,0.00764151,0.015,0.015,0.00764151,0,near_edge,0,0,0,0,0,0,2,0,8,8,21.2,4.82602,False,False,3,1,0,0,43,15,0.891509,0,0.108491,0,TROT→WALK→RUN
stepping_stones_cylinder,5,0,0.06,0.05,0.00316793,0.03,0.03,0.0183784,0.03,0.03,0.0183784,0,near_edge,0,0,0,0,0,0,6,0,8,8,22.2,5.26962,False,False,7,1,0,0,40,42,0.851351,0,0.148649,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN
stepping_stones_cylinder,6,0,0.06,0.05,0.00316793,0.03,0.03,0.0164286,0.03,0.03,0.0164286,0,near_edge,0,0,0,0,0,0,2,0,8,8,23.1,5.01643,False,False,3,1,0,0,54,36,0.926407,0,0.0735931,0,TROT→WALK→RUN
stepping_stones_cylinder,7,0,0.06,0.05,0.00316793,0.035,0.035,0.0147511,0.035,0.035,0.0147511,0,near_edge,0,0,0,0,0,0,2,0,8,8,22.1,4.81352,False,False,3,1,0,0,67,17,0.923077,0,0.0769231,0,TROT→WALK→RUN
stepping_stones_cylinder,8,0,0.06,0.05,0.00316793,0.045,0.045,0.0223598,0.045,0.045,0.0223598,0,near_edge,0,0,0,0,0,0,2,0,8,8,21.4,4.71045,False,False,3,1,0,0,72,9,0.920561,0,0.0794393,0,TROT→WALK→RUN
stepping_stones_cylinder,9,0,0.06,0.05,0.00316793,0.05,0.05,0.0230909,0.05,0.05,0.0230909,0,near_edge,0,0,0,0,0,0,2,0,8,8,22,4.80828,False,False,3,1,0,0,74,10,0.918182,0,0.0818182,0,TROT→WALK→RUN
stepping_stones_randomly_arranged,0,0,0.06,0.05,0.00316793,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,11.7,5.44957,False,False,2,1,0,0,0,16,0,0,1,0,TROT→RUN
stepping_stones_randomly_arranged,1,0,0.06,0.05,0.00316793,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,11.1,5.19518,False,False,2,1,0,0,0,32,0,0,1,0,TROT→RUN
stepping_stones_randomly_arranged,2,0,0.06,0.05,0.00316793,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,11.1,5.19083,False,False,2,1,0,0,0,38,0,0,1,0,TROT→RUN
stepping_stones_randomly_arranged,3,0,0.06,0.05,0.00316793,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,11,5.15435,False,False,2,1,0,0,0,32,0,0,1,0,TROT→RUN
stepping_stones_randomly_arranged,4,0,0.06,0.05,0.00316793,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,11.8,5.36099,False,False,2,1,0,0,0,40,0,0,1,0,TROT→RUN
stepping_stones_randomly_arranged,5,0,0.06,0.05,0.00316793,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,3,0,8,8,11.7,4.97768,False,False,4,1,0,0,4,30,0.145299,0,0.854701,0,TROT→RUN→WALK→RUN
stepping_stones_randomly_arranged,6,0,0.06,0.05,0.00316793,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,5,0,8,8,13.4,4.95538,False,False,6,1,0,0,10,28,0.335821,0,0.664179,0,TROT→RUN→WALK→RUN→WALK→RUN
stepping_stones_randomly_arranged,7,0,0.06,0.05,0.00316793,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,5,0,8,8,14.3,5.11896,False,False,6,1,0,0,13,29,0.377622,0,0.622378,0,TROT→RUN→WALK→RUN→WALK→RUN
stepping_stones_randomly_arranged,8,0,0.06,0.05,0.00316793,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,7,0,8,8,15.9,4.96786,False,False,8,1,0,0,19,23,0.553459,0,0.446541,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN
stepping_stones_randomly_arranged,9,0,0.06,0.05,0.00316793,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,7,0,8,8,12.8,4.73111,False,False,8,1,0,0,11,29,0.34375,0,0.65625,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_walking_full_width,0,0,0.06,0.05,0.00316793,0.175,0.175,0.0700155,0.175,0.175,0.0700155,265,near_edge,0,0,0,209,0,201,17,8,8,8,64.5,14.75,False,False,26,1,0,0,21,0,0.727132,0.0217054,0.151938,0.0992248,TROT→JUMP→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK→RUN→TROT→WALK→RUN→JUMP→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→RUN
staircase_walking_full_width,1,0,0.06,0.05,0.00316793,0.185,0.185,0.0717164,0.185,0.185,0.0717164,265,near_edge,0,0,0,209,0,201,16,8,8,8,67,14.75,False,False,25,1,0,0,21,0,0.758209,0,0.146269,0.0955224,TROT→JUMP→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK→RUN→WALK→RUN→JUMP→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→RUN
staircase_walking_full_width,2,0,0.06,0.05,0.00316793,0.21,0.21,0.0832423,0.21,0.21,0.0832423,137,near_edge,0,0,0,102,0,97,13,5,8,8,54.9,12,False,False,19,1,0,0,35,0,0.8051,0,0.12204,0.0728597,TROT→JUMP→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK→RUN→WALK→RUN→JUMP→WALK→RUN→WALK→RUN→WALK→RUN
staircase_walking_full_width,3,0,0.06,0.05,0.00316793,0.225,0.225,0.0856562,0.225,0.225,0.0856562,119,near_edge,0,0,0,91,0,87,13,4,8,8,54.1,12,False,False,18,1,0,0,37,0,0.817006,0,0.123845,0.0591497,TROT→JUMP→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_walking_full_width,4,0,0.06,0.05,0.00316793,0.23,0.23,0.0907579,0.23,0.23,0.0907579,119,near_edge,0,0,0,91,0,87,13,4,8,8,54.1,12,False,False,18,1,0,0,37,0,0.817006,0,0.123845,0.0591497,TROT→JUMP→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_walking_full_width,5,0,0.06,0.05,0.00316793,0.24,0.24,0.0969593,0.24,0.24,0.0969593,119,near_edge,0,0,0,91,0,87,13,4,8,8,54.1,12,False,False,18,1,0,0,37,0,0.817006,0,0.123845,0.0591497,TROT→JUMP→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_walking_full_width,6,0,0.06,0.05,0.00316793,0.265,0.265,0.103838,0.265,0.265,0.103838,66,near_edge,0,0,0,52,0,50,12,2,8,8,52.5,12,False,False,15,1,0,0,45,0,0.841905,0,0.127619,0.0304762,TROT→WALK→JUMP→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_walking_full_width,7,0,0.06,0.05,0.00316793,0.27,0.27,0.108006,0.27,0.27,0.108006,0,near_edge,0,0,0,0,0,0,10,0,8,8,50.9,12,False,False,11,1,0,0,55,0,0.868369,0,0.131631,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_walking_full_width,8,0,0.06,0.05,0.00316793,0.295,0.295,0.125245,0.295,0.295,0.125245,20,near_edge,0,0,0,13,0,12,10,1,8,8,42.8,9.25,False,False,12,1,0,0,48,0,0.901869,0,0.0794393,0.0186916,TROT→JUMP→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_walking_full_width,9,0,0.06,0.05,0.00316793,0.3,0.3,0.13206,0.3,0.3,0.13206,0,near_edge,0,0,0,0,0,0,10,0,8,8,42,9.25,False,False,11,1,0,0,50,0,0.919048,0,0.0809524,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
staircase_walking,0,0,0.06,0.05,0.00316793,0.07,0.07,0.0532203,0.07,0.07,0.0532203,120,near_edge,0,0,0,85,0,80,9,5,8,8,17.7,4.5,False,False,15,1,0,0,0,0,0.440678,0.175141,0.158192,0.225989,TROT→JUMP→WALK→TROT→JUMP→WALK→TROT→JUMP→WALK→JUMP→WALK→TROT→JUMP→WALK→RUN
staircase_walking,1,0,0.06,0.05,0.00316793,0.09,0.09,0.0734146,0.09,0.09,0.0734146,218,near_edge,0,0,0,169,0,162,8,7,8,8,24.6,4.5,False,False,16,1,0,0,0,0,0.658537,0,0.113821,0.227642,TROT→JUMP→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK→RUN
staircase_walking,2,0,0.06,0.05,0.00316793,0.105,0.105,0.0855691,0.105,0.105,0.0855691,218,near_edge,0,0,0,169,0,162,8,7,8,8,24.6,4.5,False,False,16,1,0,0,0,0,0.658537,0,0.113821,0.227642,TROT→JUMP→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK→RUN
