task,task_name,level,episode,goals,settle_ok,heading,heading_cap_rad,final_x_m,final_y_m,travelled_m,dist_to_next_goal_m,dist_to_last_goal_m,alive_at_end,switches,refused_ticks,steps_alive,frac_WALK,frac_TROT,frac_TURN,yaw_moment,yaw_moment_gain,partial,skill,start_phase,foot_comp,steps
8,flat_circle_jump,3,0,1,1,heading-only,0.02,2.6726577758789176,3.2390945434570284,2.081619399129723,1.2393961775174511,7.826057317468971,0,,,,,,,off,5.0,0,TROT,first,on,1000
8,flat_circle_jump,4,0,1,1,heading-only,0.02,2.5814270019531307,2.819836425781247,1.7813037718323728,0.8331487727556371,8.159862700416797,0,,,,,,,off,5.0,0,TROT,first,on,1000
8,flat_circle_jump,5,0,1,1,heading-only,0.02,2.659027099609375,2.847058105468747,1.8627609485058996,0.9596748216911642,9.030786296308811,0,,,,,,,off,5.0,0,TROT,first,on,1000
8,flat_circle_jump,6,0,1,1,heading-only,0.02,2.4017578125000227,2.9713714599609347,1.7054288252904273,1.227082116291966,9.945791115624298,0,,,,,,,off,5.0,0,TROT,first,on,1000
8,flat_circle_jump,7,0,1,1,heading-only,0.02,2.5019561767578296,1.9119079589843722,1.5045373257554282,0.9129537525730977,10.348418776577928,0,,,,,,,off,5.0,0,TROT,first,on,1000
8,flat_circle_jump,8,0,1,1,heading-only,0.02,2.5412414550781364,2.2422454833984347,1.5601628431283423,0.7609534241199267,10.6115239592944,0,,,,,,,off,5.0,0,TROT,first,on,1000
8,flat_circle_jump,9,0,1,1,heading-only,0.02,2.691473388671909,2.6490676879882784,1.81173151658177,1.0882567244372854,11.1274728639604,0,,,,,,,off,5.0,0,TROT,first,on,1000
9,bump_jump,0,0,1,1,heading-only,0.02,2.152522087097168,3.301840209960929,1.738705004742877,1.1781261335941775,8.695482413019024,0,,,,,,,off,5.0,0,TROT,first,on,1000
9,bump_jump,1,0,1,1,heading-only,0.02,2.5189949035644545,3.071829223632804,1.859075953716815,0.9244076017976679,8.59807337954513,0,,,,,,,off,5.0,0,TROT,first,on,1000
9,bump_jump,2,0,1,1,heading-only,0.02,2.594935607910159,2.8199295043945227,1.79334993393827,0.7834524696351951,8.395200139850406,0,,,,,,,off,5.0,0,TROT,first,on,1000
